Name ,Cusine,Date,Quote,Review Detail,Rating
"SAM'S ONE TREE CAFE, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed January 3, 2022 ",My most favorite place in Kathmandu,"I truly love this place. Now i was 1 week only in Kathmandu but i came here 3 times. The variety of drinks is great and the staff is very friendly. The concept, employing also people with disabilities, shows that this place is run by...people with big heart. Next time Kathmandu, i will come again and again and again!More",5
"SAM'S ONE TREE CAFE, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed December 7, 2021 ","Amazing food, Amazing service by Sagar","Food was one of the best I’ve had in Kathmandu with very generous portion size. We ordered Sadeko Bhatmas which was absolutely divine, cheese pakora which was good, Veg cutlet which was another amazing dish and the roast chicken which was a big portion. Good...was amazing.
I asked the recommendation from the waitstaff Sagar who was not only great with his suggestions but gave a prompt and most efficient service. He was very courteous and gave really good recommendations of not just the food but the drinks as well. Also, very happy to know that the place gives work to the handicapped as well. Very very impressed with this place. Great job Sam’s One Tree Cafe and great job Sagar.More",5
"SAM'S ONE TREE CAFE, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed August 28, 2021 ",Best sizzlers in Kathmandu!,"Sam’s never fails to disappoint! Apart from the best sizzlers in town, everything on their menu is worth trying. Despite being on the most expensive part or the city, they maintain a very reasonably priced menu. The service is quick. They ambiance is casual yet...comfortable. Perfect for casual meals with family and friends!More",5
"SAM'S ONE TREE CAFE, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed February 2, 2021 ",One of the best in Town..,"Located at the heart of the city and foods served by differently abled staffs, restaurant is one of the best in town. Foods And services are good, staffs are very generous and No compromise in sanitation.",5
"SAM'S ONE TREE CAFE, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed December 4, 2019 ","Charming Place, Delicious Meals","We visited this place out of curiosity as we were searching for a place to eat near our hotel. It was the end of our tour and as we had our fair share of Nepali food, we were in the mood for something more ""western.""...The Greek salad, spaghetti Bolognese (chicken) and grilled chicken did not disappoint. After the lunch we we shopped a bit for Himalayan coffee to bring home as gifts. We liked the place so much so the following day, when it was time for lunch, coming back to Sam's was a no brainer, this time for chicken cheeseburgers, which tasted great. We appreciated this resto even more because they employ deaf-mute servers. Again, after lunch we shopped at its ground floor for more Nepalese items: Mheecha, a local brand of backpack and bags and some little trinkets. This is a good place to visit - for the food and some souvenir shopping.More",5
"SAM'S ONE TREE CAFE, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed November 19, 2019 ",A gem in Kathmandu,"Very happy to stumble upon this restaurant.

I went to the Skechers outlet next door and the name catches my attention. One Tree Cafe?
Entrance is unassuming, through a sort of store showcasing local products.

Then comes the coffee bar with big the tree. A...menu stand makes my decision to try this restaurant.
Somebody told me to go ""upstairs"".

Wow.... just wow!
Open air terrace with twinkling lights. Beautiful murals. Perfect setting for a night alone, romantic rendezvous with your partner or friends/family get together.

Wait staff almost all hearing impaired so just point to the menu items of your choice. Good taste, right portion, reasonable price.

Really a gem in overwhelming Kathmandu. A must whenever you are in the city.More",5
"SAM'S ONE TREE CAFE, Kathmandu - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed October 17, 2019 ",Lovely inexpensive restaurant ,A rooftop restaurant that serves excellent local and western food. Good prices and delightful service by the mostly deaf waitstaff. We recommend this for good value and good food.,5
"SWEET MEMORIES RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed March 14, 2023 ",Best place in Pokhara ,"The best place,,very nice family,, all the plate's amazing,,us we've been 5 times in this restaurant we liked the service,,,very clean,,and  the food it's fresh always,,
Thank you very much for sweet memories what we take with us,, tak,tak,tak
Clara y Giorgia from Spain",5
"SWEET MEMORIES RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed March 8, 2023 ",Advisor,"The food was delicious and was made fresh., We had freshly. The staff always greeted us with a smile and was so happy to see. I can  highly recommend.",4
"SWEET MEMORIES RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed March 8, 2023 ",Office meeting,"We have been fans of Sweet Memories since we first discovered it after a trek in 2007. Returning in 2012, we were happy to see Sweet Memories thriving, its food and atmosphere still excellent, and the family running the restaurant growing and doing well.

We...tried many restaurants in Pokhara, but find we keep returning to Sweet Memories as it has consistently good food, a relaxed atmosphere, and excellent (and fun) service. We particularly enjoy breakfasts. WiFi is good. Prices are low-moderate -- definitely better priced than the better known places down the other end of Lakeside Marg.

The menu is eclectic -- typical for tourist restaurans in Nepal. Atypical for Nepal, they do a really good job creating meals from countries other than Nepal. For example, their (Mexican) enchiladas, though not exactly what you'd get in Mexico, are excellent. The Nepali non-veg chicken Dal Bhat set is excellentMore",5
"SWEET MEMORIES RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed December 2, 2022 ",Good food excellent prices,Once we found this place we spend much our time eating a lot of our meals there.  It is a well run family restaurant.   Good food with generous portions.,5
"SWEET MEMORIES RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed March 23, 2021 ",Fantastic lunch!,"I spend more than one week in Pokhara and I came many times in this restaurant. The family that works here is so nice with the people and they cook really good. They have a lot of options for all the meals of the day....If you come, don’t forget to try the momos and the fresh fruit juices!!!More",5
"SWEET MEMORIES RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed March 18, 2020 ",Delicious food and friendly service,"We had a three day stay in Pokhara and are so glad we stumbled upon this gem! We ended up having breakfast here each morning of our stay. 

The food was delicious and clearly made fresh each day, we had freshly made corn-bread one morning...and it blew us away. Towards the end of our stay, we ordered some things with pretty big alterations from the menu and it was never a problem.

The owner, Arjun, always greeted us with a smile and was so happy to see us each morning. He had some great tips about Pokhara and was always up for a chat and some banter. 

I can honestly, highly recommend Sweet Memories for breakfast, lunch or dinner! If we're ever back in Pokhara we'll be making it our first stop. 

Thanks Arjun!More",5
"SWEET MEMORIES RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed March 12, 2020 ",My rate for sweet memories,"The food was really delicious.
Family enviourment..good hygenec.i really enjoy with nepali thali....yummy...yummy....",5
"SWEET MEMORIES RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed March 10, 2020 ",Brilliant food and freshly made,"Best salad ever! Delicious! Satisfied a craving for vegetables and very tasty chow mien! 
Staff are very welcoming and accommodating!",5
"SWEET MEMORIES RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed February 9, 2020 ",Good crepes,"One of several older Pokhara independents (see also Sun Welcome) to be shunted away from its main drag location.

Visited it in its new home January 2020.  Very attentive/friendly staff.  Offers good value,  quiet spot for people watching (!), and excellent pancakes.",4
"SWEET MEMORIES RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed January 28, 2020 ",AMAZING JUST AMAZING!!!,"This was the first restaurant we visited in Pokhara and boy were we not disappointed. The atmosphere and food were amazing and reasonably quick (for Nepal). 

I was on a school trip with seventeen others and both at dinner and the two breakfasts we had...there the service was always exceptional. The waiter was exceptional and funny. To be honest, just putting up with 18 students from NZ is hard enough but he did it wonderfully, not even blinking at such a large group. 

This is probably the best restaurant I visited in Pokhara and would defiantly be back if I was ever in town again.More",5
"SWEET MEMORIES RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed January 20, 2020 ",A very warm welcome and delicious Dal Baht!,"The best Dal Baht in town! And a very generous serve. The owner was so friendly and gave us great tips for trekking. Had a very warm family atmosphere, a great place to have long lunch or dinner and watch the world go by.",5
"SWEET MEMORIES RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed January 19, 2020 ",Friendly and welcoming with great service,"Awesome, friendly people. Lovely quaint atmosphere and very good food! We were on a school trip with 18 of us and though the food took a while, it was wonderful. Would visit there again for sure",5
"SWEET MEMORIES RESTAURANT & BAR, Pokhara - Restaurant Reviews, Photos & Phone Number - Tripadvisor",Vegetarian Friendly,"Reviewed November 1, 2017 ","Sadly, ""Sweet Meories"" is now a memory (building torn down)","Returned to Pokhara today to find our favourite restaurant torn down and now a construction site. Yes, yet another (unneeded) hotel coming soon.

We are hoping Arjun will reopen Sweet Memories somewhere soon, and are trying to contact him.",5
"NATSSUL, Pokhara - Menu, Prices & Restaurant Reviews - Tripadvisor","Barbecue, Asian, Korean","Reviewed May 22, 2022 ",Yummy Korean food for good price,"Normally I try to eat local fare but this time I made exception and went for Korean dinner. I wanted to go for Samyeopsal but this is only for two person so I chose pork BBQ with rice and side veggie dishes  and it was...the perfect testy selection. I liked the ambiance of the interior, the great cordial service. The price for my excellent meal was good and inclusive off all taxes.More",5
