Name,Cusine,Date,Quote,Detail Review,Rating
"SUNRISE RESTURANT, Varkala Town - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed February 21, 2020 ","Don't go, it's no more","The food quality and service was getting worse (yes they managed !) since new management started running the place for 2019/2020 touristic season.
Unfortunately (for the staff) and for fortunately (for guests and other restaurants), the manager took all the money, did not pay his...lenders and escaped to Nepal.
This place is no moreMore",1.00
"SUNRISE RESTURANT, Varkala Town - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed January 21, 2020 ",Tibetan,The second best Tibetan in my opinion. Little Tibet far superior. Food was tasty but portions weren’t huge. Prices average for tourist oriented cliff,4.00
"SUNRISE RESTURANT, Varkala Town - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed December 31, 2019 ",Highly recommended,We return again to this great restaurant with its wonderful views. The excellent food is served by very friendly and helpful staff who always have a smile and will explain the various dishes and choice of delicious fresh fish. We recommend Sunrise Restaurant to all...ages and all nationalities. Good value for money.More,5.00
"SUNRISE RESTURANT, Varkala Town - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed December 4, 2019 ",Very delicious ,"Stuff is helpful and foods are really delicious. First time came here, loved it.Recommended here :))",5.00
"SUNRISE RESTURANT, Varkala Town - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed March 6, 2019 ",Good food and views ,"Went in here randomly as we were walking past - at first we didn't know what to expect but we were impressed with the food - we had 2 egg fried noodles, I veg potatoes & cheese momo, mango lassi and cold coffee - it...all came to around rs.750 - the portions were big and the food was very tasty :) it was overlooking the cliff and you get nice views of the beach from the window facing tables :)More",4.00
"SINDHUKANYA VEG RESTURANT, Mandarmani - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed April 27, 2021 ",Family restaurant budget,Not so good and not so clean and food quality was not upto the mark as expected. Soo spicy and cost is very high. Not recommended,1.00
"SINDHUKANYA VEG RESTURANT, Mandarmani - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed November 6, 2018 ",Good food,"Good food in reasonable price. You will not have a variety of options, though you can choose food from their fix menu.",3.00
"SINDHUKANYA VEG RESTURANT, Mandarmani - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed October 23, 2018 ",Good restaurant in Mandarmoni,They serve tasty food price little bit higher.quality was good.roti was not up to mark.they provide veg and non veg.,5.00
"SINDHUKANYA VEG RESTURANT, Mandarmani - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed June 5, 2018 ",Poor service ,"Absolutely nonsense food is not good service is not good.

Unavailability of many items.

Staff is not friendly",2.00
"SINDHUKANYA VEG RESTURANT, Mandarmani - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed May 4, 2018 ",Great Food,"Food was great, Place seems a bit shabby but what can you expect in that part of the stay, As long as you get some tasty food which fill ur stomach",5.00
"SINDHUKANYA VEG RESTURANT, Mandarmani - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed July 2, 2017 ",Love it,"Excellent restaurant for veg lover in mandarmani must try  food is excellent we tried paneer,aloo bhuji,aloo dum ,kali dal, club sanwitch , we had breakfast ,lunch & dinner so you can understand what quality of food they are giving and moreover menu rate is also...in budget. Food quality also good and delicious.More",5.00
"SINDHUKANYA VEG RESTURANT, Mandarmani - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed September 11, 2016 ",Good Bengali Food,The thali was fantastic ! Filling and extremely reasonable cost wise. The 3 of us loved the food. Maybe they fall short on ambience cause it's a small joint.,5.00
"SINDHUKANYA VEG RESTURANT, Mandarmani - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed June 16, 2016 ",quality differed,Had a time with friends in an off session so it might happen they cannt provide that quality. but price was so so. as madarmani was expensive in comparison to other place like digha...,3.00
"SINDHUKANYA VEG RESTURANT, Mandarmani - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed December 29, 2015 ",Enjoyed the food.,The fish and crab items are just awesome. Chicken is also good. Above of all the behaviour of the staffs are just too good.,5.00
"SINDHUKANYA VEG RESTURANT, Mandarmani - Restaurant Reviews, Photos & Phone Number - Tripadvisor",,"Reviewed August 22, 2015 ",BEST VEG RESTAURANT,"Excellent restaurant for veg lover in mandarmuni must try service is little slow but food is excellent we tried paneer,aloo bhuji,aloo dum ,kali dal, club sanwitch , we had breakfast ,lunch & dinner so you can understand what quality of food they are giving and...moreover menu rate  is also okMore",4.00
"BALLAL RESIDENCY RESTURANT, Bengaluru - Richmond Town - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed May 14, 2023 ",EAT IT OR LEAVE IT!,"At Restaurant, no finger bowls given, no exact change returned, no advance reservation of Tables, Arrogant Floor Staff with Eat it Or Leave it attitude, no unlimited meals, quality of food items not like before, they cannot compel eaters to wash hands at Toilet, Only...because of lodgers this hotel is surviving apart from non onion non garlic stuff. Sad to write all this due to deterioration in standards of taste and service. Anyway the Management does not seem to care for bad reviews!
Trip typeFamily
Hotel highlightsQuiet
Noteworthy detailsThey should give back exact money Rs 56 and not Rs 55/- get and keep enough coins from RBI.More",2.00
"BALLAL RESIDENCY RESTURANT, Bengaluru - Richmond Town - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed September 16, 2021 ",waiters are looking only for their tips,"Worst service nowadys, we had been there frequently before lockdown, but now waiters are looking only for their tips, if we dont give them tip they will down you in front of your family members by talking nusance things, Yesterday we went to have dinner...there, after paying 2,809/-  bill they gave us change out of 3000/- , all 10/- coins, we requested them to give us notes, but they were looking for their tip agaibnst those change, they harassed us by talking all unwanted things in front of family members, Horrible experience, dont go there !!!!!!!!!More",1.00
"BALLAL RESIDENCY RESTURANT, Bengaluru - Richmond Town - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed February 14, 2021 ",DISAPPOINTED,For the first time we went in the evening.  The Masala Dosa was not roasted properly and the batter was sour.   The mixed vegetables Bajji was neither good.  The onion slices in the Bajji was so thick that they could have made three Bajjis out...of that slice.   Totally disappointed.  Morning breakfast is generally good.More,3.00
"BALLAL RESIDENCY RESTURANT, Bengaluru - Richmond Town - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed March 15, 2020 ",Foodies will enjoy!,"Had a sumptuous paper masala dosa, tasted pudi dosa with most unforgettable filter coffee. Even sandwich was delightful. Have patience to get your order served. Once visit, would love it's tasty food preparation.",4.00
"BALLAL RESIDENCY RESTURANT, Bengaluru - Richmond Town - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed January 26, 2020 ",Good breakfast ,"Went here with friends for breakfast after a Sunday walk in Cubbon Park. Food is good. Service was excellent. At least on a Sunday morning, parking is an issue and they don’t have valet parking",4.00
"BALLAL RESIDENCY RESTURANT, Bengaluru - Richmond Town - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed October 14, 2019 ",Ultimate service and great food!,Best vada in Bangalore! Old world hospitality in the central business district! Service is prompt. A little waiting and a gruff roster form the only barriers to the experience!,5.00
"BALLAL RESIDENCY RESTURANT, Bengaluru - Richmond Town - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed September 27, 2019 ",All India Cuisine Under One Roof,"Located off Residency Road, near Brigade Road crossing, this is a big restaurant with a huge clientele, so you may have to wait for a table or for a parking slot. Specially popular for Sunday breakfasts, it is quite busy for all meals on most...days. While it specialises in South Indian cuisine, its chefs do provide a good North Indian fare, including chana-bhatura and pao-bhaji. The prices and portions are reasonable. The place doesn't serve any alcohol and the fare is vegetarian. Most patrons revisit it frequently. Highly recommended.More",4.00
"BALLAL RESIDENCY RESTURANT, Bengaluru - Richmond Town - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed September 12, 2019 ",One of the best masale dosa !!,"If you are a fan of red garlic chutney smeared inside crispy dosa with spicy chutney and tangy sambhar...then this is the place to go!!..
The hotel is situated next to community...and has an old charm bengaluru ambience. 
There is ample space for parking and...outdoor seating is also available.
It is quite peaceful and one can have a relaxing meal. 
Now coming to the food part, the masale dosa was very good as it had all the ingredients to make a perfect crispy and tasty dosa. The rava idli was soft unlike in many restaurants and the pav bhaji was decent. Unfortunately the gobi manchurian was not that great.
Overall its a great place to hang out for friends and family over a meal.

P.S beautiful looking thalis are also available, which we didnt order. Hopefully the taste will also be good ..More",4.00
"BALLAL RESIDENCY RESTURANT, Bengaluru - Richmond Town - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed June 30, 2019 ",Lunch with Family ,"This is one of the fine vegetarian restaurants in Bengalure CBD. 

There are many things that can be said... it caters to the internal hotel but serves outsiders too. 

It’s a spacious restaurant , simple and clean interiors , Uniformed and well behaved staff with...a professional hospitable countenance.

This has almost all Of vegetarian dishes with a tinge of mangalore cuisine style. 

Costs are closer to fine fine style, tastes good and quantity is adequate for one. More important is that it doesn’t cause and health hazards, stomach upsets et al., Very safe place for elders, senior citizens and all Alike.

We have made it as a regular joint to have lunch, at times breakfast too.

One should definitely visit this place.More",4.00
"BALLAL RESIDENCY RESTURANT, Bengaluru - Richmond Town - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed May 26, 2019 ",Best Vegetarian Food in Bangalore,"This place has been around for as long as I remember and dishes served are as good as ever.  I would rate this as one of the best for vegetarian fare in Bangalore. 
The menu comprises South and North Indian items and all are tasty....Of special mention are Bonda rasam and Mangalore bonda and Onion oothappam. Chats and fresh juices are also very good. 

Decor is functional and includes one long table for large family groups. Of special mention is availability of parking facility.More",5.00
"BALLAL RESIDENCY RESTURANT, Bengaluru - Richmond Town - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed April 15, 2019 ",Excellent food,Even after years the food taste remains the same and the quality is maintained. North Indian thali was good and sufficient. Nothing to beat mysore Masala dosa and bondage soup.,5.00
"BALLAL RESIDENCY RESTURANT, Bengaluru - Richmond Town - Restaurant Reviews, Photos & Phone Number - Tripadvisor","Vegetarian Friendly, Vegan Options, Gluten Free Options","Reviewed March 19, 2019 ",Review,"I have been visiting this restaurant for last 3 decades . Every time i am in Bangalore,I make it a point to visit because of food quality rightly priced with unique serving of Bonda-Rasam and thick Grape juice .",5.00
